void_fraction,surface_area_m2g,pld,lcd,surface_area_m2cm3
0.85,3442,16.5,18.5,1550
0.63,1036,4.8,6.7,980
0.86,3309,17.7,19.7,1482
0.85,3432,23.0,23.7,1347
0.83,3275,16.9,20.4,1411
0.84,3311,16.9,20.0,1451
0.94,5147,54.0,55.9,951
0.89,4676,23.4,25.0,1378
0.89,4571,22.5,24.5,1370
0.93,5310,27.2,30.0,1212
0.94,6560,32.9,35.2,1058
0.94,6119,33.8,35.6,1026
0.82,3174,14.0,16.2,1502
0.77,2510,15.8,17.0,1383
0.86,4555,22.2,24.0,1466
0.85,4246,23.6,25.2,1371
0.89,5240,23.9,26.1,1462
0.93,5911,52.4,54.4,1020
0.89,4984,24.4,27.1,1434
0.9,5923,24.2,26.9,1445
0.89,5802,20.3,23.3,1500
0.92,6587,26.3,29.4,1329
0.92,5791,26.9,29.3,1302
0.92,5565,25.6,28.5,1293
0.93,6484,29.4,32.5,1213
0.79,3613,11.5,14.1,1797
0.92,6592,29.5,31.8,1224
0.93,5993,28.2,30.2,1195
0.93,5619,52.3,54.3,971
0.93,5922,30.6,32.9,1172
0.94,6222,31.5,33.6,1130
0.93,6575,31.8,34.8,1110
0.93,6421,31.1,34.1,1100
0.93,5950,32.7,36.8,1056
0.94,7530,31.7,36.0,1051
0.93,6296,29.7,32.4,1158
0.94,7135,29.7,32.9,1101
0.85,4420,19.5,21.3,1574
0.94,6833,31.9,36.0,1028
0.94,5659,55.8,57.7,920
0.88,4799,24.0,25.5,1303
0.94,7637,34.5,36.9,1126
0.94,7299,34.5,38.3,1081
0.95,7893,34.6,38.1,1046
0.95,7370,34.7,39.3,999
0.95,6470,34.5,38.0,1005
0.95,7541,34.6,38.7,1004
0.95,7467,35.0,37.7,980
0.95,7287,36.2,38.4,951
0.88,5070,21.0,23.1,1601
0.84,3161,31.2,32.3,1405
0.95,7138,35.7,39.4,946
0.95,7430,37.4,40.4,926
0.95,6771,37.5,42.0,876
0.96,7342,40.7,44.2,822
0.96,7055,40.9,44.5,810
0.96,6538,40.8,45.7,789
0.96,8016,42.6,46.3,754
0.97,9351,48.5,53.4,648
0.85,4551,16.8,18.9,1700
0.71,2723,6.7,10.1,1818
0.93,5582,55.4,57.4,942
0.85,4490,13.9,16.5,1791
0.85,4139,23.0,24.4,1390
0.84,3839,18.9,22.2,1361
0.85,3929,21.4,23.7,1386
0.59,871,8.2,9.1,1196
0.76,2610,13.4,15.4,1448
0.77,2373,16.6,18.2,1279
0.82,3285,15.0,17.1,1608
0.83,3062,17.2,18.6,1575
0.86,4319,17.3,18.7,1633
0.94,5825,57.7,59.2,906
0.85,4282,16.3,18.1,1682
0.89,5099,20.9,21.4,1626
0.87,4382,19.1,20.7,1597
0.88,4240,20.2,22.2,1524
0.89,5428,21.5,23.6,1572
0.72,1842,10.8,12.1,1420
0.89,5454,21.6,23.4,1586
0.89,4824,18.1,20.1,1593
0.9,4774,21.5,23.5,1500
0.91,5199,22.9,25.5,1434
0.94,5407,56.6,58.7,884
0.91,5602,25.1,26.9,1427
0.9,5410,24.0,26.2,1416
0.91,4934,25.0,27.2,1331
0.93,6640,26.3,27.4,1335
0.91,5299,21.9,25.2,1434
0.92,6385,24.7,27.4,1343
0.75,2065,11.9,12.8,1367
0.91,5901,24.9,26.8,1342
0.84,3956,17.5,21.3,1457
0.91,6310,25.6,27.5,1441
0.95,5958,62.9,64.9,827
0.9,5958,25.1,27.8,1375
0.93,6345,28.5,30.0,1244
0.93,6588,27.8,30.0,1304
0.93,5688,27.0,29.6,1263
0.93,6849,27.0,30.1,1277
0.93,6756,27.5,29.7,1279
0.93,6558,29.2,31.5,1191
0.81,2473,15.0,15.7,1432
0.93,6378,28.3,30.9,1192
0.93,6799,30.3,32.6,1165
0.67,2329,11.1,12.3,1321
0.95,5680,62.5,64.4,808
0.94,6020,31.7,33.8,1078
0.94,6759,32.4,35.1,1065
0.94,6407,33.2,36.7,1007
0.94,5874,33.6,36.6,979
0.95,7631,35.6,38.5,930
0.95,7642,35.9,37.8,988
0.76,2272,12.6,14.3,1388
0.73,2119,10.7,12.9,1499
0.79,2468,13.7,15.5,1468
0.77,2268,16.1,17.9,1279
0.95,5377,61.4,63.7,808
0.71,2147,10.0,13.2,1402
0.73,2292,12.1,14.2,1486
0.95,6373,65.7,68.1,746
0.95,6816,65.1,67.8,800
0.83,2912,30.8,31.7,1306
0.81,2807,23.9,25.4,1427
0.83,2935,29.5,30.6,1345
0.81,2689,36.2,37.1,1128
0.81,2695,33.2,34.0,1175
0.82,2592,34.2,35.5,1135
0.13,0,2.1,3.7,0
0.83,3148,22.2,23.1,1448
0.83,3348,22.2,23.9,1484
0.89,4977,38.2,39.2,1206
0.91,5671,33.6,34.8,1401
0.9,5115,35.0,36.7,1338
0.72,1755,18.3,18.6,1237
0.7,1346,14.7,15.1,1280
0.79,2658,25.8,27.5,1276
0.8,2731,24.5,26.2,1324
0.83,3213,27.7,28.7,1372
0.21,0,2.9,4.4,0
0.86,3205,27.6,28.7,1409
0.87,4027,28.3,29.1,1405
0.87,4067,27.8,28.7,1419
0.9,4758,33.1,34.6,1394
0.88,4088,32.5,34.0,1358
0.88,3800,32.5,33.2,1334
0.9,5405,35.5,36.8,1435
0.79,2560,19.6,20.7,1494
0.9,4409,38.0,38.9,1200
0.92,5797,39.7,41.4,1192
0.16,0,2.6,3.8,0
0.9,4171,40.1,41.3,1220
0.91,4621,40.6,41.6,1213
0.91,5058,40.4,42.2,1207
0.91,4961,40.5,41.8,1207
0.91,4770,40.1,41.8,1204
0.93,6291,41.3,43.1,1220
0.9,4469,34.8,36.4,1238
0.92,5761,38.7,40.4,1174
0.8,2473,21.4,22.2,1349
0.92,5518,40.1,41.7,1173
0.12,0,1.8,3.5,0
0.81,2311,46.8,47.1,835
0.92,5652,45.1,46.2,1223
0.91,5604,44.4,45.7,1206
0.93,6228,46.6,47.2,1153
0.93,5975,46.2,47.7,1135
0.93,4888,47.6,48.8,1085
0.93,6555,43.2,44.7,1181
0.93,5739,47.1,47.5,1062
0.93,5957,47.7,49.6,1076
0.83,2969,24.3,25.3,1443
0.86,4317,10.8,13.0,1940
0.07,0,1.5,4.1,0
0.93,5989,46.1,48.1,1093
0.93,6300,49.1,51.1,1057
0.94,5780,48.3,50.5,1020
0.94,6305,55.0,56.5,964
0.94,6024,54.4,56.4,947
0.94,5654,52.7,55.0,928
0.95,7046,57.8,59.9,874
0.95,7236,60.1,60.8,911
0.8,2540,22.4,23.3,1317
0.8,2201,23.7,24.7,1224
0.11,0,1.8,3.5,0
0.82,2609,23.7,24.3,1346
0.82,2795,25.3,26.5,1359
0.75,2026,23.8,25.1,1103
0.77,2351,22.7,24.0,1296
0.52,575,12.9,13.2,977
0.68,1365,25.8,26.8,956
0.71,1433,26.2,26.9,1002
0.75,1775,27.2,27.9,1118
0.78,1775,27.7,28.3,1160
0.81,2357,27.1,27.9,1243
0.47,460,3.8,6.5,627
0.81,2516,26.4,27.4,1317
0.86,2956,31.9,32.9,1313
0.83,2550,33.3,33.9,1160
0.83,2355,33.6,34.8,1133
0.87,3597,35.5,36.6,1341
0.69,1281,18.1,19.0,1233
0.86,3050,37.4,38.1,1153
0.9,4203,39.8,42.0,1180
0.87,3315,38.3,39.4,1223
0.88,3587,39.1,40.3,1215
0.39,319,3.3,7.3,454
0.88,3895,40.2,41.7,1229
0.88,3798,40.3,41.6,1221
0.89,3614,40.4,42.0,1213
0.91,4572,40.8,41.2,1259
0.88,3516,39.6,40.2,1216
0.9,4683,38.9,41.0,1250
0.69,1259,20.2,21.1,1114
0.9,4408,38.9,40.5,1230
0.87,3784,39.3,40.2,1235
0.9,4484,42.9,43.8,1219
0.56,777,4.3,7.3,977
0.89,4059,44.2,45.2,1136
0.91,4552,45.0,45.8,1128
0.91,4519,45.3,46.1,1152
0.91,4157,46.4,47.5,1116
0.91,5080,43.0,44.6,1230
0.91,4543,46.1,47.1,1114
0.91,4849,47.3,48.6,1099
0.76,1544,22.1,22.9,1215
0.91,4716,47.4,48.8,1115
0.92,5058,48.4,50.1,1080
0.57,900,4.5,8.3,1180
0.92,4582,48.3,50.1,1036
0.93,5197,53.9,55.4,982
0.93,4962,53.3,55.3,964
0.93,4652,52.6,54.7,951
0.94,5806,56.4,58.4,892
0.94,5821,58.9,59.4,918
0.69,1312,21.9,23.5,1047
0.68,1114,20.3,21.3,960
0.71,1361,23.2,24.0,1087
0.71,1412,26.5,27.0,997
0.66,1651,6.8,8.6,1705
0.67,1066,24.5,25.3,821
0.68,1254,23.8,25.0,970
0.91,5209,14.3,15.9,1415
0.95,6584,20.6,24.1,961
0.94,6431,19.6,24.4,968
0.95,6631,21.0,24.5,889
0.95,6195,21.0,25.0,864
0.95,7064,21.8,25.7,844
0.95,7141,21.7,26.7,847
0.96,7455,22.7,27.2,766
0.66,1672,6.7,8.4,1724
0.96,6990,24.4,29.2,738
0.96,6623,24.5,28.2,728
0.97,7445,25.3,30.2,674
0.97,6109,17.6,20.9,1166
0.97,7594,25.1,30.4,688
0.97,7374,28.7,35.1,567
0.97,7018,27.4,32.5,635
0.97,7181,27.8,33.6,604
0.97,7462,28.2,33.1,592
0.97,7271,27.9,33.8,588
0.72,2281,6.1,10.6,2173
0.97,6742,27.8,34.0,569
0.97,8113,27.1,33.0,578
0.97,7264,27.9,33.3,609
0.97,7927,28.7,34.0,565
0.94,6297,18.0,20.9,1069
0.97,7480,28.3,35.4,564
0.97,7768,29.4,33.0,644
0.97,8267,28.6,34.2,587
0.97,8145,28.5,34.8,581
0.97,8295,29.6,35.6,538
0.69,1728,7.2,9.5,1575
0.97,7868,29.4,36.0,524
0.98,7319,31.2,38.3,510
0.98,8113,29.5,35.4,522
0.98,8177,30.0,35.7,530
0.98,7952,31.7,38.0,485
0.94,6564,18.3,21.4,1048
0.98,7810,31.4,37.8,491
0.98,8106,32.3,39.0,472
0.98,7370,32.1,39.5,453
0.98,8025,34.4,42.2,422
0.87,4635,11.6,14.3,1865
0.69,1795,7.2,9.3,1718
0.98,7669,34.7,42.8,412
0.98,7096,34.7,42.5,401
0.98,8595,36.7,44.4,379
0.98,8765,36.1,44.1,389
0.94,6307,17.9,22.5,1079
0.93,6300,16.9,21.0,1176
0.94,6150,18.5,23.2,1101
0.94,6504,19.7,23.9,983
0.94,6661,19.9,24.5,1054
0.94,6360,19.6,24.7,1014
0.72,2463,6.6,9.6,2034
0.74,2824,6.7,8.0,2187
0.89,5137,13.5,15.5,1505
0.89,4993,13.0,14.7,1515
0.91,5500,14.2,15.9,1424
0.91,5228,14.0,16.0,1435
0.94,7045,15.6,18.4,1247
0.94,6137,17.7,20.9,1150
0.94,5813,17.5,20.2,1149
0.94,7180,18.4,21.3,1084
0.86,4879,10.7,12.6,1977
0.5,472,4.0,6.7,781
0.95,6935,18.3,21.7,1054
0.95,6299,21.0,23.6,957
0.95,6546,21.3,24.0,912
0.95,6885,21.0,24.8,890
0.95,6663,21.0,24.5,877
0.95,6188,20.8,25.0,866
0.96,8034,19.9,23.9,881
0.95,6616,21.0,25.9,950
0.87,5122,10.9,13.0,1866
0.95,7060,20.6,26.4,956
0.72,2453,6.6,9.6,2026
0.96,8130,22.0,25.7,904
0.95,7623,21.9,26.5,854
0.96,8269,22.4,27.2,818
0.96,7743,22.4,27.3,793
0.97,6779,24.6,28.4,743
0.97,8041,22.6,26.6,789
0.96,7778,22.7,27.4,766
0.97,7559,25.0,29.6,699
0.89,5719,11.5,13.0,1872
0.96,7390,24.6,28.9,711
0.73,2383,6.3,9.3,2004
0.97,7779,25.4,30.0,677
0.97,7029,25.1,30.3,657
0.97,7698,28.0,33.4,592
0.97,7267,27.9,33.3,575
0.97,6741,27.6,33.7,571
0.98,8387,29.7,35.2,522
0.98,8852,29.4,35.1,554
0.88,5046,10.9,13.9,1818
0.88,4972,12.0,14.7,1706
0.88,4799,13.7,15.5,1480
0.73,1964,7.5,10.0,1596
0.88,5304,11.1,15.3,1738
0.88,5025,11.7,15.8,1662
0.72,2545,6.3,7.1,2156
0.88,5016,12.9,15.1,1556
0.88,4894,12.9,14.2,1541
0.9,5387,13.7,15.3,1482
0.9,5068,13.5,15.5,1487
0.91,6187,14.1,16.5,1460
0.91,6331,14.0,17.4,1466
0.93,6931,15.1,17.7,1311
0.75,2369,7.7,10.1,1793
0.93,6056,17.3,19.6,1215
0.93,5659,17.1,20.0,1198
0.93,6967,17.8,20.6,1118
0.84,4628,9.8,11.7,2059
0.95,6853,17.9,20.9,1095
0.95,6723,21.3,25.1,878
0.95,6192,20.6,22.0,979
0.95,6469,20.7,23.4,943
0.95,6816,20.7,24.2,916
0.95,6569,20.7,24.1,901
0.75,2734,8.2,11.6,1949
0.95,6082,20.3,24.3,894
0.96,7936,19.4,23.1,918
0.95,6556,20.4,24.7,975
0.96,7558,21.2,24.9,887
0.86,4803,10.2,12.6,1951
0.95,7068,21.1,25.1,859
0.95,6872,20.4,25.3,983
0.96,7879,21.6,25.1,923
0.95,7488,21.4,25.8,883
0.96,8113,21.9,26.4,843
0.75,2637,7.9,11.9,1907
0.96,7633,21.9,26.5,822
0.96,6721,24.5,27.4,772
0.96,7973,22.1,25.9,819
0.96,7707,22.3,26.4,793
0.96,7510,24.5,29.4,726
0.88,5462,10.9,12.4,1955
0.96,7351,24.1,28.5,737
0.97,7714,25.0,29.6,700
0.97,6956,24.6,29.7,677
0.97,7636,27.5,32.5,607
0.75,2608,8.0,12.5,1982
0.97,7215,27.3,32.6,591
0.97,6665,27.1,33.1,586
0.98,8343,29.4,35.0,538
0.97,8730,28.8,34.8,569
0.87,4934,11.2,13.9,1801
0.86,4862,10.4,12.9,1911
0.87,4811,11.5,14.4,1765
0.88,4641,13.1,14.8,1515
0.87,5053,11.1,14.8,1768
0.87,4850,11.7,15.0,1704
0.87,4958,13.6,14.7,1856
0.8,3323,8.4,14.1,2133
0.81,3744,7.9,10.5,2129
0.91,5653,15.8,19.1,1340
0.9,5479,15.0,16.9,1330
0.93,5927,16.7,19.2,1277
0.92,5585,15.9,19.3,1291
0.93,6695,16.6,20.0,1215
0.93,6796,16.4,21.3,1234
0.95,7256,18.3,21.3,1089
0.95,6482,19.7,24.2,1039
0.95,6152,19.2,23.5,1029
0.77,2667,8.0,11.8,1858
0.95,7351,21.3,23.3,956
0.89,5423,12.2,14.7,1732
0.95,7203,21.5,24.5,948
0.96,7214,24.0,28.8,740
0.96,6611,23.2,26.6,877
0.96,6803,24.3,28.3,837
0.96,7123,24.4,27.4,805
0.96,6890,24.3,27.7,795
0.96,6405,23.6,27.3,791
0.96,8140,22.3,26.4,783
0.81,3717,10.6,13.8,2013
0.96,6895,23.2,27.0,833
0.96,7858,23.8,28.3,780
0.89,5561,12.4,15.2,1668
0.96,7300,23.4,28.8,758
0.96,7529,22.5,28.3,883
0.96,8294,24.3,27.8,809
0.96,8079,24.1,28.5,793
0.97,8393,24.5,29.0,733
0.97,7836,25.1,29.5,709
0.97,7000,26.9,30.9,681
0.49,416,3.9,6.7,658
0.97,8145,25.6,28.6,706
0.97,7978,24.8,29.9,694
0.97,7734,27.0,31.6,637
0.91,6048,13.6,15.5,1569
0.97,7573,26.4,33.0,650
0.97,7947,28.6,32.0,624
0.97,7177,28.7,32.8,604
0.98,7838,30.9,35.3,545
0.97,7435,30.8,35.3,530
0.97,6889,29.9,35.9,521
0.79,3211,10.9,12.7,1969
0.98,8513,32.5,37.8,482
0.98,8922,31.5,37.6,507
0.91,5584,14.0,17.3,1485
0.9,5580,12.5,17.2,1622
0.91,5452,13.4,17.0,1500
0.9,5479,15.2,17.5,1358
0.9,5662,13.9,18.3,1492
0.9,5403,14.2,17.7,1439
0.88,4771,10.7,13.5,1817
0.93,6420,17.6,20.3,1178
0.71,1983,8.6,10.6,1463
0.93,6228,16.5,20.2,1182
0.94,6517,17.9,21.1,1087
0.94,6076,17.6,22.0,1060
0.94,7117,18.2,22.3,1048
0.94,7212,18.7,23.4,1035
0.96,7610,19.3,24.3,922
0.96,6966,21.6,24.7,895
0.96,6579,21.5,25.9,894
0.96,7624,22.1,26.6,811
0.91,5949,13.9,17.1,1447
0.79,3326,8.9,12.2,2100
0.96,7666,22.0,27.0,824
0.97,7763,26.7,33.5,625
0.97,7002,24.7,27.6,762
0.97,7198,24.9,28.8,725
0.97,7521,24.5,28.8,709
0.97,7302,24.9,29.5,699
0.97,6725,24.3,29.9,678
0.97,8403,23.7,29.9,678
0.97,7286,25.1,30.0,746
0.97,8133,25.8,30.2,680
0.78,3132,8.4,13.0,1987
0.92,6137,14.9,18.1,1371
0.97,7615,25.9,30.9,662
0.96,7866,24.5,30.9,774
0.97,8504,25.6,30.7,699
0.97,8360,25.3,31.1,693
0.97,8612,26.1,33.0,637
0.97,8078,26.0,32.3,617
0.98,7343,28.4,32.7,604
0.97,8348,26.3,31.8,616
0.97,8351,26.3,32.5,618
0.81,3306,9.6,15.0,1904
0.98,8079,28.6,34.7,567
0.93,6544,15.1,18.6,1311
0.97,7911,28.1,34.0,579
0.98,8282,28.9,34.8,553
0.98,7442,28.7,35.7,526
0.98,8112,31.3,38.0,488
0.98,7748,31.7,37.7,479
0.98,7129,31.2,39.1,463
0.98,8792,33.1,40.2,435
0.98,9051,32.9,41.0,449
0.81,3771,9.5,14.5,2230
0.92,6146,16.1,19.4,1324
0.92,6141,14.0,18.7,1468
0.93,5978,15.6,19.2,1321
0.93,6336,16.7,20.0,1228
0.92,6365,16.2,19.6,1315
0.93,6131,16.3,19.7,1276
0.69,2738,4.8,6.2,1871
0.87,6175,11.0,14.6,1728
0.88,5787,10.7,14.4,1684
0.88,6673,11.8,14.8,1620
0.86,4722,13.2,14.6,1817
0.79,2912,7.6,10.7,1923
0.91,5980,12.7,14.5,1529
0.91,7532,13.6,15.3,1495
0.92,7733,14.1,16.4,1474
0.93,8231,14.2,16.8,1380
0.93,7220,15.1,19.1,1289
0.93,6650,15.9,19.5,1257
0.94,8121,16.4,20.2,1156
0.85,5448,10.1,12.0,1952
0.94,8122,16.4,20.4,1209
0.95,7734,0.0,0.0,913
0.8,3598,9.0,12.6,2068
0.95,7187,17.5,22.5,1067
0.95,7480,18.4,23.0,1006
0.95,7912,19.1,23.9,975
0.95,7632,19.1,24.0,963
0.95,6839,19.6,23.6,912
0.95,9262,18.4,22.4,967
0.95,7565,18.7,24.3,1025
0.96,8678,20.3,24.5,907
0.86,5877,9.8,11.6,1939
0.96,8027,20.9,25.5,883
0.8,3607,8.9,12.6,2074
0.95,7188,20.8,25.2,1003
0.95,8907,19.0,24.1,997
0.95,8660,19.1,25.0,974
0.96,8987,21.8,26.0,873
0.96,8560,21.0,25.3,862
0.96,7602,22.0,27.7,810
0.96,9000,21.1,26.0,828
0.96,9093,21.0,25.6,873
0.96,8582,23.1,28.8,758
0.87,6217,10.2,11.2,1905
0.81,3525,9.8,13.2,1903
0.96,8373,22.9,28.1,771
0.96,8815,23.7,29.2,734
0.97,7750,24.4,29.4,689
0.97,8584,25.5,32.6,638
0.97,8089,26.4,32.7,620
0.97,7308,26.5,32.9,597
0.98,9449,27.7,34.9,561
0.97,9494,28.0,33.4,593
0.88,6010,10.7,14.4,1823
0.88,5766,10.7,13.8,1850
0.55,608,4.1,7.1,934
0.89,5728,11.8,14.0,1735
0.87,5589,11.8,14.7,1719
0.86,6141,10.6,14.3,1944
0.87,5796,11.2,14.8,1856
0.84,4498,8.7,9.2,2011
0.91,6634,14.4,17.3,1414
0.91,6563,13.0,17.1,1452
0.93,6952,15.6,17.5,1299
0.93,6404,15.5,17.6,1263
0.93,7795,16.2,18.3,1225
0.79,3440,9.3,12.8,1932
0.93,7941,16.5,19.5,1254
0.95,8422,17.2,19.7,1089
0.95,7394,18.8,22.8,1057
0.95,6906,19.3,21.9,1044
0.95,8110,19.8,23.3,942
0.89,6407,11.7,14.1,1780
0.95,8431,19.0,23.4,979
0.96,7939,23.6,27.7,758
0.96,7275,22.4,24.8,881
0.96,7580,22.8,26.1,838
0.81,3658,10.3,14.2,1884
0.96,8005,22.5,26.5,816
0.96,7738,22.5,26.4,806
0.96,7086,22.3,26.7,781
0.97,9313,21.5,25.5,784
0.96,7686,22.3,27.2,862
0.96,8817,23.0,28.4,779
0.9,6627,12.6,14.6,1637
0.96,8147,24.2,28.5,765
0.96,7892,24.0,26.0,866
0.96,9216,21.9,27.5,819
0.82,3464,10.3,15.6,1879
0.96,9070,22.1,27.9,811
0.97,9432,23.6,28.8,742
0.97,8714,23.7,28.9,709
0.97,7695,26.1,30.0,692
0.97,8999,24.1,29.0,702
0.97,9147,24.0,28.6,714
0.97,8611,26.9,31.2,648
0.91,7163,12.9,14.1,1587
0.97,8425,26.1,31.3,659
0.97,8850,26.7,32.7,630
0.84,4066,11.7,16.3,1865
0.97,7914,26.7,32.3,601
0.98,8622,28.6,35.8,553
0.98,8140,29.6,35.3,536
0.97,7464,29.1,35.6,524
0.98,9418,31.0,37.9,489
0.98,9757,30.2,37.0,510
0.91,6503,13.6,16.8,1552
0.91,6392,12.5,15.5,1632
0.91,6309,13.8,16.9,1489
0.91,6688,12.9,17.3,1484
0.84,3782,11.8,16.1,1773
0.9,6781,12.8,17.0,1614
0.91,6362,13.5,16.9,1524
0.84,5046,8.1,9.1,2183
0.91,6904,13.8,17.2,1441
0.91,6642,13.3,17.4,1436
0.93,7210,14.6,17.8,1322
0.93,6475,15.6,17.8,1246
0.93,7972,16.0,18.4,1226
0.93,8095,16.4,20.2,1229
0.95,8611,17.3,19.8,1093
0.86,4420,14.4,15.9,1782
0.83,3653,11.7,16.3,1806
0.95,7628,18.1,22.9,1072
0.95,7062,18.4,22.7,1046
0.95,8423,19.2,23.2,962
0.89,6444,11.7,14.7,1742
0.95,8509,19.3,23.3,973
0.96,8076,23.0,27.6,768
0.96,7505,20.8,26.3,897
0.96,7772,21.3,26.7,847
0.96,8215,21.6,26.8,826
0.96,7921,21.9,27.0,814
0.86,4405,12.7,17.4,1695
0.96,7136,22.4,26.9,772
0.96,9499,21.6,25.6,787
0.96,7880,21.9,26.6,869
0.97,8905,23.3,28.8,772
0.91,6795,12.6,14.5,1625
0.96,8276,23.4,28.2,752
0.96,7940,24.1,26.2,861
0.96,9271,22.2,27.6,814
0.96,9092,22.2,27.6,803
0.97,9415,24.1,28.9,731
0.87,4836,12.7,18.0,1853
0.97,8822,23.8,29.0,709
0.97,7859,24.6,31.4,696
0.97,9222,23.4,29.0,709
0.97,9291,24.1,28.8,716
0.97,8799,25.5,31.6,653
0.91,7183,13.0,14.2,1556
0.97,8602,25.4,31.9,664
0.97,9021,25.8,32.5,634
0.97,7964,26.8,32.5,595
0.98,8780,27.9,35.7,556
0.39,130,3.2,5.5,208
0.98,8305,29.0,36.0,541
0.98,7507,29.2,35.7,520
0.98,9604,30.2,37.8,493
0.98,9810,30.1,37.3,507
0.91,6655,13.0,17.1,1540
0.91,6498,12.8,16.1,1606
0.92,6429,13.5,17.4,1530
0.91,6775,13.1,17.6,1473
0.9,6925,12.1,17.2,1613
0.9,6457,13.1,17.9,1515
0.39,129,3.4,5.4,218
0.89,5656,10.7,11.9,1820
0.93,7180,16.4,20.2,1208
0.93,6948,16.0,20.5,1211
0.95,7398,17.2,20.7,1113
0.95,6702,17.9,20.8,1053
0.95,8021,18.4,21.3,1036
0.95,8130,18.6,22.3,1037
0.95,8564,19.6,22.9,932
0.96,7719,21.2,25.8,910
0.96,7198,21.4,25.4,890
0.42,203,3.4,5.6,326
0.96,8462,21.3,26.6,828
0.92,6746,13.9,17.5,1484
0.96,8469,22.0,26.3,831
0.97,8191,25.7,31.7,660
0.97,7586,23.6,29.4,769
0.97,7859,23.8,29.6,733
0.97,8257,24.2,29.8,716
0.97,7997,24.4,30.3,708
0.97,7241,24.7,30.0,671
0.97,9341,23.9,28.7,686
0.36,263,3.4,6.8,376
0.97,7942,24.3,30.2,751
0.97,8854,25.9,31.3,666
0.93,7048,14.7,17.4,1359
0.97,8264,25.4,31.9,657
0.97,8306,26.4,28.6,771
0.97,9167,24.8,30.4,702
0.97,9014,24.8,31.5,694
0.97,9247,26.4,31.4,633
0.97,8750,26.2,32.1,618
0.98,7918,27.4,33.8,609
0.42,423,4.1,8.3,612
0.97,9179,25.6,31.7,623
0.97,9176,26.4,31.7,624
0.98,8785,28.1,34.4,574
0.93,7360,15.2,17.2,1299
0.97,8604,27.8,34.2,583
0.98,8982,28.3,35.7,558
0.98,7989,29.1,35.4,525
0.98,8773,30.6,38.8,494
0.98,8330,31.0,39.4,480
0.98,7566,31.5,38.6,462
0.45,451,3.7,7.6,659
0.98,9529,32.6,41.3,441
0.98,9675,32.9,40.2,451
0.93,6925,15.3,19.0,1308
0.93,6859,14.1,19.0,1449
0.93,6680,15.4,19.6,1306
0.93,7018,15.9,20.2,1228
0.93,7204,14.9,20.9,1339
0.93,6833,16.2,20.2,1280
0.9,5669,11.8,12.8,1678
0.94,7170,17.7,20.7,1134
0.49,411,3.6,6.5,479
0.94,6980,16.7,20.7,1148
0.95,7339,18.5,21.7,1042
0.95,6741,18.6,21.8,1002
0.95,7962,19.2,22.4,977
0.95,8058,19.5,24.0,1006
0.95,8510,20.4,23.9,885
0.96,7670,22.3,26.4,859
0.96,7183,22.3,26.8,847
0.97,8322,22.8,26.9,778
0.92,6816,14.4,17.7,1399
0.89,5461,15.4,16.0,1739
0.4,187,3.5,5.3,243
0.96,8457,22.8,27.1,792
0.97,8206,27.0,32.5,617
0.97,7553,25.3,28.0,729
0.97,7804,25.4,30.5,695
0.97,8173,25.6,30.6,677
0.97,7940,25.7,31.0,672
0.97,7257,25.4,31.0,645
0.97,9243,24.7,29.7,654
0.97,7894,26.2,31.4,710
0.97,8800,26.9,31.3,639
0.65,1161,4.9,8.6,1245
0.93,7050,15.6,18.2,1280
0.97,8231,27.2,33.1,637
0.97,8317,27.1,29.9,736
0.97,9132,25.7,31.2,671
0.97,8985,26.0,31.6,663
0.97,9313,27.0,32.7,614
0.97,8734,26.8,33.1,594
0.98,7868,29.0,33.6,581
0.98,9066,27.0,32.8,593
0.97,9117,27.5,32.7,597
0.64,1260,5.1,8.7,1417
0.98,8704,29.3,35.8,549
0.94,7403,16.0,18.2,1230
0.98,8533,29.1,35.0,556
0.98,8893,29.7,36.3,532
0.98,7984,29.8,36.4,507
0.98,8695,31.9,40.4,472
0.98,8270,32.3,39.4,460
0.98,7565,32.3,39.5,446
0.98,9431,33.9,41.3,423
0.98,9632,33.7,41.2,435
0.67,1822,5.0,8.5,1679
0.94,6921,15.9,20.1,1252
0.93,6911,14.7,19.2,1371
0.94,6716,17.2,21.0,1255
0.94,7063,16.7,21.0,1165
0.93,7186,16.1,21.4,1259
0.93,6832,16.7,22.0,1200
0.87,5552,11.1,13.7,1786
0.92,6927,17.5,21.1,1258
0.92,6650,17.2,21.2,1244
0.93,7045,18.3,21.8,1162
0.63,1422,4.5,7.5,1384
0.93,6472,18.5,21.2,1113
0.94,7564,18.8,21.9,1111
0.94,7611,18.8,22.0,1088
0.95,7973,20.6,23.3,995
0.95,7408,20.8,25.8,981
0.95,6927,21.1,25.6,951
0.95,7986,22.6,26.6,897
0.88,6223,11.2,14.3,1800
0.95,8044,22.5,26.6,905
0.96,7647,25.9,30.6,771
0.76,2950,6.1,9.7,2308
0.96,7318,22.7,28.9,841
0.96,7541,24.0,29.7,803
0.96,7886,25.5,30.0,789
0.96,7660,25.2,29.9,781
0.96,7001,25.3,29.3,748
0.96,8683,25.3,28.4,758
0.96,7643,23.3,28.2,826
0.96,8352,25.5,30.5,747
0.92,6680,14.8,18.2,1376
0.96,7874,26.1,31.0,729
0.69,1553,5.1,9.7,1410
0.96,8068,23.0,27.4,857
0.96,8680,25.6,31.2,777
0.96,8552,26.1,31.2,769
